"GEO","TIME","INDIC_ED","UNIT","Value","Flag and Footnotes"
"Euro area (17 countries)","2008","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.53","e"
"Euro area (17 countries)","2009","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","5.31","e"
"Euro area (17 countries)","2009","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","1.12","e"
"Euro area (17 countries)","2009","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","2.37","e"
"Euro area (17 countries)","2009","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","1.26","e"
"Euro area (17 countries)","2009","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.58","e"
"Euro area (17 countries)","2010","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","5.28","e"
"Euro area (17 countries)","2010","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","1.10","e"
"Euro area (17 countries)","2010","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","2.34","e"
"Euro area (17 countries)","2010","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","1.28","e"
"Euro area (17 countries)","2010","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.57","e"
"Euro area (17 countries)","2011","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","5.15","e"
"Euro area (17 countries)","2011","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","1.07","e"
"Euro area (17 countries)","2011","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","2.26","e"
"Euro area (17 countries)","2011","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","1.27","e"
"Euro area (17 countries)","2011","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.56","e"
"Euro area (15 countries)","2002","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","5.01","e"
"Euro area (15 countries)","2002","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","1.07","e"
"Euro area (15 countries)","2002","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","2.32","e"
"Euro area (15 countries)","2002","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","1.13","e"
"Euro area (15 countries)","2002","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.49","e"
"Euro area (15 countries)","2003","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","5.04","e"
"Euro area (15 countries)","2003","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","1.09","e"
"Euro area (15 countries)","2003","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","2.34","e"
"Euro area (15 countries)","2003","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","1.13","e"
"Euro area (15 countries)","2003","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.49","e"
"Euro area (15 countries)","2004","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","4.96","e"
"Euro area (15 countries)","2004","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","1.07","e"
"Euro area (15 countries)","2004","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","2.27","e"
"Euro area (15 countries)","2004","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","1.12","e"
"Euro area (15 countries)","2004","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.49","e"
"Euro area (15 countries)","2005","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","4.89","e"
"Euro area (15 countries)","2005","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","1.05","e"
"Euro area (15 countries)","2005","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","2.24","e"
"Euro area (15 countries)","2005","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","1.12","e"
"Euro area (15 countries)","2005","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.49","e"
"Euro area (15 countries)","2006","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","4.87","e"
"Euro area (15 countries)","2006","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","1.05","e"
"Euro area (15 countries)","2006","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","2.21","e"
"Euro area (15 countries)","2006","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","1.11","e"
"Euro area (15 countries)","2006","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.51","e"
"Euro area (15 countries)","2007","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","4.81","e"
"Euro area (15 countries)","2007","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","1.03","e"
"Euro area (15 countries)","2007","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","2.16","e"
"Euro area (15 countries)","2007","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","1.12","e"
"Euro area (15 countries)","2007","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.51","e"
